"tissue","gsmid"
"blood","GSM2656173"
"blood","GSM3035824"
"blood","GSM2334594"
"blood","GSM2334536"
"blood","GSM2336919"
"blood","GSM2815550"
"blood","GSM3035504"
"blood","GSM1624869"
"blood","GSM1506285"
"blood","GSM2337259"
"blood","GSM2337366"
"blood","GSM2515122"
"blood","GSM2814568"
"blood","GSM3440337"
"blood","GSM2363814"
"blood","GSM2334111"
"blood","GSM1920409"
"blood","GSM2867801"
"blood","GSM2349514"
"blood","GSM2363555"
"blood","GSM2815127"
"blood","GSM2815228"
"blood","GSM2090007"
"blood","GSM3035921"
"blood","GSM1920359"
"blood","GSM3035806"
"blood","GSM2334267"
"blood","GSM1624847"
"blood","GSM3035485"
"blood","GSM2814398"
"blood","GSM2770867"
"blood","GSM2648870"
"blood","GSM2815539"
"blood","GSM3026751"
"blood","GSM2334600"
"blood","GSM2738162"
"blood","GSM1506514"
"blood","GSM2656289"
"blood","GSM2815306"
"blood","GSM2333989"
"blood","GSM3035922"
"blood","GSM2363713"
"blood","GSM2465217"
"blood","GSM2363578"
"blood","GSM3440378"
"blood","GSM2814492"
"blood","GSM2656249"
"blood","GSM2363652"
"blood","GSM2334385"
"blood","GSM2815408"
"blood","GSM3440570"
"blood","GSM2562755"
"blood","GSM2363727"
"blood","GSM2814880"
"blood","GSM2562703"
"blood","GSM2363552"
"blood","GSM2333921"
"blood","GSM2815543"
"blood","GSM2562757"
"blood","GSM2334409"
"blood","GSM2334540"
"blood","GSM3440774"
"blood","GSM2267997"
"blood","GSM2334439"
"blood","GSM1848076"
"blood","GSM2815411"
"blood","GSM1920457"
"blood","GSM2738200"
"blood","GSM2738221"
"blood","GSM2815704"
"blood","GSM2334567"
"blood","GSM3035794"
"blood","GSM1649831"
"blood","GSM2337400"
"blood","GSM2363601"
"blood","GSM2814681"
"blood","GSM2260515"
"blood","GSM3440323"
"blood","GSM3035598"
"blood","GSM2815196"
"blood","GSM2738161"
"blood","GSM3440596"
"blood","GSM2815610"
"blood","GSM2867805"
"blood","GSM2656241"
"blood","GSM2127950"
"blood","GSM1920468"
"blood","GSM3045518"
"blood","GSM2814211"
"blood","GSM3035918"
"blood","GSM2260534"
"blood","GSM1506484"
"blood","GSM2334137"
"blood","GSM2260676"
"blood","GSM3035885"
"blood","GSM2562712"
"blood","GSM1649756"
"blood","GSM2334347"
"blood","GSM2815089"
"blood","GSM2363879"
"blood","GSM2796297"
"blood","GSM3440549"
"blood","GSM3035753"
"blood","GSM3440606"
"blood","GSM2333937"
"blood","GSM1848004"
"blood","GSM2807763"
"blood","GSM2333905"
"blood","GSM2337518"
"blood","GSM2334035"
"blood","GSM2656344"
"blood","GSM2465210"
"blood","GSM2814603"
"blood","GSM2815552"
"blood","GSM2363804"
"blood","GSM3035459"
"blood","GSM1649806"
"blood","GSM2648855"
"blood","GSM3045535"
"blood","GSM3026726"
"blood","GSM2337508"
"blood","GSM3380770"
"blood","GSM2815463"
"blood","GSM2586408"
"blood","GSM2738145"
"blood","GSM2267975"
"blood","GSM2814602"
"blood","GSM3035463"
"blood","GSM1624868"
"blood","GSM2363828"
"blood","GSM2815615"
"blood","GSM2656263"
"blood","GSM2865136"
"blood","GSM2334314"
"blood","GSM2337293"
"blood","GSM3380774"
"blood","GSM3045530"
"blood","GSM2814419"
"blood","GSM2334164"
"blood","GSM2334484"
"blood","GSM3045504"
"blood","GSM2865139"
"blood","GSM3026743"
"blood","GSM2562861"
"blood","GSM3035903"
"blood","GSM2562929"
"blood","GSM2334447"
"blood","GSM2815518"
"blood","GSM1848070"
"blood","GSM1625012"
"blood","GSM2334212"
"blood","GSM2815067"
"blood","GSM2656399"
"blood","GSM2562720"
"blood","GSM3035630"
"blood","GSM1649812"
"blood","GSM3035622"
"blood","GSM3035928"
"blood","GSM2562930"
"blood","GSM2333958"
"blood","GSM2814290"
"blood","GSM2090035"
"blood","GSM2363811"
"blood","GSM1425689"
"blood","GSM2334402"
"blood","GSM2334110"
"blood","GSM2738257"
"blood","GSM2334514"
"blood","GSM3035739"
"blood","GSM2334620"
"blood","GSM1832664"
"blood","GSM2337529"
"blood","GSM2815051"
"blood","GSM2337561"
"blood","GSM2656402"
"blood","GSM2814334"
"blood","GSM3026634"
"blood","GSM1506486"
"blood","GSM2337572"
"brain","GSM1914219"
"brain","GSM1913745"
"brain","GSM1913840"
"brain","GSM1702075"
"brain","GSM1913817"
"brain","GSM1914066"
"brain","GSM1914196"
"brain","GSM1914111"
"brain","GSM1914034"
"brain","GSM1913645"
"brain","GSM1913653"
"brain","GSM1914068"
"brain","GSM2473173"
"brain","GSM1913879"
"brain","GSM1913751"
"brain","GSM1914284"
"brain","GSM1913959"
"brain","GSM1913929"
"brain","GSM1913907"
"brain","GSM1913815"
"brain","GSM1914260"
"brain","GSM1914060"
"brain","GSM1913997"
"brain","GSM1914299"
"brain","GSM2809060"
"brain","GSM1914290"
"brain","GSM1914107"
"brain","GSM1913878"
"brain","GSM1914293"
"brain","GSM2809041"
"brain","GSM1914064"
"brain","GSM1913799"
"brain","GSM1914135"
"brain","GSM1913917"
"brain","GSM1914035"
"brain","GSM1914118"
"brain","GSM1913812"
"brain","GSM1914103"
"brain","GSM1914052"
"brain","GSM1914057"
"brain","GSM1914130"
"brain","GSM1913703"
"brain","GSM1913640"
"brain","GSM1914067"
"brain","GSM1914142"
"brain","GSM1702109"
"brain","GSM1914177"
"brain","GSM1914046"
"brain","GSM1914062"
"brain","GSM1913922"
"brain","GSM2808967"
"brain","GSM1913990"
"brain","GSM1913804"
"brain","GSM2808939"
"brain","GSM1913752"
"brain","GSM1913955"
"brain","GSM1913841"
"brain","GSM2809002"
"brain","GSM1913652"
"brain","GSM1646545"
"brain","GSM1913658"
"brain","GSM2809026"
"brain","GSM1913675"
"brain","GSM1913754"
"brain","GSM1914285"
"brain","GSM1914087"
"brain","GSM1914230"
"brain","GSM1914117"
"brain","GSM1914000"
"brain","GSM1914189"
"brain","GSM1914154"
"brain","GSM1913856"
"brain","GSM1914021"
"brain","GSM1914212"
"brain","GSM1914031"
"brain","GSM2808994"
"brain","GSM1913715"
"brain","GSM1913801"
"brain","GSM1646565"
"brain","GSM1646564"
"brain","GSM1913865"
"brain","GSM1913916"
"brain","GSM1913842"
"brain","GSM1914266"
"brain","GSM1913644"
"brain","GSM1913823"
"brain","GSM1914139"
"brain","GSM1914277"
"brain","GSM1914287"
"brain","GSM1913687"
"brain","GSM1914171"
"brain","GSM1914180"
"brain","GSM1914137"
"brain","GSM1914094"
"brain","GSM1914188"
"brain","GSM1913855"
"brain","GSM1913912"
"brain","GSM1913788"
"brain","GSM1913942"
"brain","GSM1913830"
"brain","GSM1913729"
"brain","GSM1913805"
"brain","GSM1914055"
"brain","GSM1914143"
"brain","GSM2809053"
"brain","GSM1913634"
"brain","GSM1913988"
"brain","GSM1913978"
"brain","GSM1914128"
"brain","GSM1913632"
"brain","GSM2770830"
"brain","GSM1913721"
"brain","GSM2808985"
"brain","GSM2808941"
"brain","GSM2808991"
"brain","GSM1913714"
"brain","GSM1914167"
"brain","GSM1913934"
"brain","GSM1913786"
"brain","GSM1913928"
"brain","GSM1914003"
"brain","GSM1913869"
"brain","GSM1914173"
"brain","GSM1646553"
"brain","GSM1913873"
"brain","GSM1913902"
"brain","GSM1646559"
"brain","GSM1913893"
"brain","GSM1913762"
"brain","GSM2808992"
"brain","GSM1914164"
"brain","GSM1913957"
"brain","GSM1702182"
"brain","GSM1914275"
"brain","GSM1914029"
"brain","GSM1913725"
"brain","GSM1913849"
"brain","GSM1914081"
"brain","GSM1914267"
"brain","GSM1913920"
"brain","GSM1913844"
"brain","GSM1913875"
"brain","GSM1913919"
"brain","GSM1646546"
"brain","GSM1913669"
"brain","GSM1913756"
"brain","GSM2770825"
"brain","GSM1913628"
"brain","GSM1914085"
"brain","GSM1913773"
"brain","GSM1913981"
"brain","GSM1914074"
"brain","GSM1913861"
"brain","GSM1914157"
"brain","GSM1914044"
"brain","GSM1913688"
"brain","GSM1913931"
"brain","GSM1913867"
"brain","GSM1913834"
"brain","GSM1914252"
"brain","GSM1914073"
"brain","GSM1914038"
"brain","GSM2808963"
"brain","GSM1914005"
"brain","GSM1913766"
"brain","GSM1914144"
"brain","GSM2809016"
"brain","GSM1913890"
"brain","GSM1913796"
"brain","GSM1913895"
"brain","GSM1914236"
"brain","GSM1913905"
"brain","GSM1914145"
"brain","GSM1914226"
"brain","GSM2809033"
"brain","GSM1913994"
"brain","GSM1914274"
"brain","GSM1913630"
"brain","GSM1914075"
"brain","GSM1914209"
"brain","GSM1914257"
"brain","GSM2809024"
"brain","GSM2770829"
"brain","GSM1913743"
"brain","GSM1914235"
"brain","GSM1913672"
"brain","GSM1913971"
"brain","GSM1913719"
"brain","GSM1913993"
"brain","GSM1914198"
"brain","GSM1914019"
"brain","GSM1913888"
"brain","GSM1914105"
"brain","GSM1913697"
"brain","GSM1913903"
"brain","GSM1913641"
"brain","GSM2808987"
"brain","GSM1913691"
"brain","GSM1914079"
"brain","GSM2770826"
"brain","GSM1914208"
"brain","GSM1913705"
"brain","GSM1913648"
"brain","GSM1913950"
"brain","GSM1914010"
"brain","GSM1914166"
"brain","GSM1914071"
"brain","GSM1913690"
"brain","GSM1914014"
"brain","GSM1913735"
"brain","GSM1646555"
"brain","GSM1914125"
"brain","GSM1914025"
"brain","GSM1913767"
"brain","GSM1914176"
"brain","GSM1913946"
"brain","GSM1913974"
"brain","GSM1702161"
"brain","GSM1913887"
"brain","GSM1914279"
"brain","GSM1914049"
"brain","GSM1913999"
"brain","GSM1913848"
"brain","GSM1914297"
"brain","GSM1914017"
"brain","GSM1914215"
"brain","GSM1914205"
"brain","GSM1913821"
"brain","GSM1914120"
"brain","GSM1913930"
"brain","GSM1914227"
"brain","GSM1913710"
"brain","GSM1914271"
"brain","GSM1914174"
"brain","GSM1913664"
"brain","GSM1914093"
"brain","GSM1913838"
"brain","GSM1913947"
"brain","GSM1913836"
"brain","GSM2808949"
"brain","GSM1914298"
"brain","GSM1913985"
"brain","GSM1913677"
"brain","GSM1646552"
"brain","GSM1913956"
"brain","GSM1914269"
"brain","GSM1914077"
"brain","GSM1913882"
"brain","GSM2770827"
"brain","GSM1914211"
"brain","GSM1914200"
"brain","GSM1913724"
"brain","GSM1914030"
"brain","GSM2808947"
"brain","GSM1913757"
"brain","GSM1913718"
"brain","GSM1914047"
"brain","GSM1914040"
"brain","GSM1913700"
"brain","GSM1914043"
"brain","GSM1913826"
"brain","GSM1914295"
"brain","GSM1913765"
"brain","GSM1913857"
"brain","GSM1914207"
"brain","GSM2808975"
"brain","GSM1913702"
"brain","GSM1914172"
"brain","GSM1914251"
"brain","GSM1913774"
"brain","GSM1914098"
"brain","GSM1914001"
"brain","GSM1914168"
"brain","GSM1914270"
"brain","GSM2808983"
"brain","GSM2809010"
"brain","GSM1913803"
"brain","GSM1914092"
"brain","GSM1913891"
"brain","GSM1913790"
"brain","GSM1914141"
"brain","GSM1646554"
"brain","GSM1914036"
"brain","GSM1913845"
"brain","GSM1914294"
"brain","GSM1914037"
"brain","GSM1913939"
"brain","GSM1913755"
"brain","GSM1914115"
"brain","GSM1913926"
"brain","GSM1646568"
"brain","GSM1913987"
"brain","GSM1832681"
"brain","GSM1702153"
"brain","GSM1913811"
"brain","GSM1914185"
"brain","GSM1914243"
"brain","GSM1913769"
"brain","GSM2809063"
"brain","GSM1913807"
"brain","GSM1914131"
"brain","GSM1914008"
"brain","GSM1913837"
"brain","GSM1914155"
"brain","GSM1913655"
"brain","GSM2809001"
"brain","GSM2809040"
"brain","GSM2809015"
"brain","GSM1914011"
"brain","GSM1914281"
"brain","GSM1913980"
"brain","GSM1914132"
"brain","GSM2809059"
"brain","GSM1913876"
"brain","GSM1913793"
"brain","GSM2808971"
"brain","GSM1913827"
"brain","GSM1913864"
"brain","GSM1913737"
"brain","GSM1913798"
"brain","GSM1914070"
"brain","GSM1913885"
"brain","GSM1913872"
"brain","GSM2808954"
"brain","GSM1913962"
"brain","GSM1913936"
"brain","GSM1914086"
"brain","GSM1914288"
"brain","GSM1914013"
"brain","GSM1913795"
"brain","GSM1914015"
"brain","GSM1914152"
"brain","GSM1914206"
"brain","GSM1913967"
"brain","GSM1913668"
"brain","GSM1913884"
"brain","GSM1914095"
"brain","GSM1913626"
"brain","GSM1914158"
"brain","GSM2808942"
"brain","GSM1914110"
"brain","GSM1646550"
"brain","GSM1913829"
"brain","GSM1913770"
"brain","GSM1914134"
"brain","GSM1914053"
"brain","GSM2808945"
"brain","GSM1913839"
"brain","GSM1914012"
"brain","GSM1913908"
"brain","GSM1914160"
"brain","GSM1913992"
"brain","GSM1914225"
"brain","GSM1913924"
"brain","GSM1914203"
"brain","GSM1913713"
"brain","GSM1914109"
"brain","GSM1913749"
"brain","GSM1914004"
"brain","GSM1914259"
"brain","GSM1913935"
"brain","GSM1914097"
"brain","GSM1913913"
"brain","GSM1913792"
"brain","GSM1913768"
"brain","GSM2808978"
"brain","GSM1913820"
"brain","GSM1913896"
"brain","GSM1914273"
"brain","GSM1914218"
"brain","GSM1914129"
"brain","GSM1913825"
"brain","GSM1913979"
"brain","GSM2808944"
"brain","GSM2808966"
"brain","GSM1914041"
"brain","GSM1913863"
"brain","GSM1913679"
"brain","GSM1913874"
"brain","GSM1913681"
"brain","GSM1913689"
"brain","GSM2809064"
"brain","GSM1914119"
"brain","GSM1914147"
"brain","GSM2808948"
"brain","GSM1914213"
"brain","GSM1913699"
"brain","GSM1914291"
"brain","GSM1913753"
"brain","GSM1914026"
"brain","GSM1646548"
"brain","GSM1913951"
"brain","GSM1914121"
"brain","GSM2809044"
"brain","GSM1646551"
"brain","GSM1646562"
"brain","GSM1914114"
"brain","GSM2809000"
"brain","GSM1914002"
"brain","GSM1914263"
"brain","GSM1913758"
"brain","GSM1913828"
"brain","GSM1913637"
"brain","GSM1913972"
"brain","GSM1914028"
"brain","GSM1914051"
"brain","GSM1914069"
"brain","GSM1646566"
"brain","GSM1913968"
"brain","GSM1913906"
"brain","GSM1913818"
"brain","GSM1914186"
"brain","GSM1913948"
"brain","GSM1913846"
"brain","GSM1914250"
"brain","GSM1913991"
"brain","GSM1914050"
"brain","GSM1913831"
"brain","GSM1913914"
"brain","GSM1914091"
"brain","GSM1646558"
"brain","GSM1914123"
"brain","GSM1646547"
"brain","GSM1914204"
"brain","GSM1914133"
"brain","GSM1913739"
"brain","GSM2808981"
"brain","GSM1914059"
"brain","GSM1914056"
"brain","GSM1913833"
"brain","GSM1913965"
"brain","GSM1914161"
"brain","GSM1914184"
"brain","GSM1913945"
"brain","GSM1914042"
"brain","GSM1914222"
"brain","GSM1914255"
"brain","GSM1913661"
"brain","GSM1914238"
"brain","GSM1913877"
"brain","GSM1913736"
"brain","GSM1913925"
"brain","GSM1913977"
"brain","GSM1913894"
"brain","GSM1646556"
"brain","GSM1914283"
"brain","GSM1913969"
"brain","GSM2808970"
"brain","GSM1913854"
"brain","GSM1914197"
"brain","GSM1914127"
"brain","GSM1913975"
"brain","GSM1646560"
"brain","GSM1914061"
"brain","GSM2808988"
"brain","GSM1914116"
"brain","GSM1914102"
"brain","GSM1913722"
"brain","GSM1914020"
"brain","GSM1913731"
"brain","GSM1914124"
"brain","GSM1913954"
"brain","GSM1914009"
"brain","GSM1913961"
"brain","GSM1914181"
"brain","GSM1913960"
"brain","GSM1913748"
"brain","GSM1914148"
"brain","GSM1914149"
"brain","GSM1913927"
"brain","GSM1913740"
"brain","GSM1913781"
"brain","GSM1914024"
"brain","GSM1913998"
"brain","GSM1913984"
"brain","GSM1913665"
"brain","GSM1914210"
"brain","GSM2770831"
"brain","GSM1914156"
"brain","GSM1913940"
"brain","GSM1913966"
"brain","GSM1914150"
"brain","GSM1913693"
"brain","GSM1914122"
"brain","GSM1913852"
"brain","GSM1914193"
"brain","GSM1646563"
"brain","GSM1914076"
"brain","GSM1913777"
"brain","GSM1914261"
"brain","GSM1913996"
"brain","GSM1914282"
"brain","GSM1914258"
"brain","GSM1914280"
"brain","GSM1913760"
"brain","GSM1913933"
"brain","GSM1914165"
"brain","GSM1914233"
"brain","GSM1914007"
"brain","GSM1913800"
"brain","GSM1914106"
"brain","GSM1913866"
"brain","GSM1914153"
"brain","GSM1913764"
"brain","GSM1913808"
"brain","GSM1913835"
"brain","GSM1914234"
"brain","GSM1914248"
"brain","GSM1914241"
"brain","GSM1914163"
"brain","GSM1913696"
"brain","GSM1914194"
"brain","GSM1914228"
"brain","GSM1914247"
"brain","GSM1914048"
"brain","GSM1914146"
"brain","GSM1914023"
"brain","GSM2809054"
"brain","GSM1913813"
"brain","GSM2809004"
"brain","GSM1913742"
"brain","GSM1913659"
"brain","GSM1913871"
"brain","GSM2808957"
"brain","GSM1913784"
"brain","GSM1646557"
"brain","GSM1914162"
"brain","GSM1913733"
"brain","GSM1914183"
"brain","GSM1913892"
"brain","GSM1913904"
"brain","GSM2809020"
"brain","GSM1914065"
"brain","GSM1914239"
"brain","GSM1913780"
"brain","GSM1914104"
"brain","GSM1914256"
"brain","GSM1913683"
"brain","GSM1913778"
"brain","GSM1913880"
"brain","GSM1913692"
"brain","GSM1914054"
"brain","GSM1914265"
"brain","GSM1914254"
"brain","GSM2808984"
"brain","GSM1914126"
"brain","GSM1913843"
"brain","GSM1914045"
"brain","GSM1913937"
"brain","GSM1913952"
"brain","GSM1913859"
"brain","GSM1913782"
"brain","GSM1914100"
"brain","GSM1913853"
"brain","GSM1913898"
"brain","GSM1914195"
"brain","GSM1913797"
"brain","GSM1913730"
"brain","GSM1914099"
"brain","GSM1914138"
"brain","GSM1914178"
"brain","GSM1913704"
"brain","GSM1914202"
"brain","GSM1914083"
"brain","GSM1914201"
"brain","GSM1913791"
"brain","GSM1914078"
"brain","GSM1914113"
"brain","GSM1913727"
"brain","GSM1913983"
"brain","GSM1914006"
"brain","GSM2809037"
"brain","GSM1914223"
"brain","GSM1913629"
"brain","GSM1913761"
"brain","GSM1913847"
"brain","GSM1913921"
"brain","GSM1914245"
"brain","GSM1914253"
"brain","GSM1913636"
"brain","GSM1914058"
"brain","GSM1913909"
"brain","GSM1913685"
"brain","GSM1646567"
"brain","GSM1913809"
"brain","GSM1913708"
"brain","GSM1913989"
"brain","GSM2808955"
"brain","GSM2808972"
"brain","GSM1914264"
"brain","GSM1913686"
"brain","GSM1914169"
"brain","GSM1646561"
"brain","GSM1913759"
"brain","GSM1913763"
"brain","GSM2809061"
"brain","GSM1913900"
"brain","GSM1914224"
"brain","GSM2809022"
"brain","GSM1914217"
"brain","GSM1913964"
"brain","GSM1913944"
"buccal","GSM2122901"
"buccal","GSM2122941"
"buccal","GSM2123039"
"buccal","GSM2934907"
"buccal","GSM2123025"
"buccal","GSM2123013"
"buccal","GSM2123079"
"buccal","GSM2123071"
"buccal","GSM2122981"
"buccal","GSM2934918"
"buccal","GSM2122912"
"buccal","GSM2122885"
"buccal","GSM2934938"
"buccal","GSM2934945"
"buccal","GSM2934922"
"buccal","GSM2122930"
"buccal","GSM2122917"
"buccal","GSM2122883"
"buccal","GSM2934920"
"buccal","GSM2122896"
"buccal","GSM2123058"
"buccal","GSM2122905"
"buccal","GSM2123016"
"buccal","GSM2123042"
"buccal","GSM2122971"
"buccal","GSM2122918"
"buccal","GSM2123030"
"buccal","GSM2123043"
"buccal","GSM2122952"
"buccal","GSM2122882"
"buccal","GSM2122926"
"buccal","GSM2122953"
"buccal","GSM2123008"
"buccal","GSM2123054"
"buccal","GSM2122998"
"buccal","GSM2123040"
"buccal","GSM2122951"
"buccal","GSM2122893"
"buccal","GSM2122880"
"buccal","GSM2123076"
"buccal","GSM2934900"
"buccal","GSM2122909"
"buccal","GSM2934916"
"buccal","GSM2122936"
"buccal","GSM2122913"
"buccal","GSM2123026"
"buccal","GSM2934908"
"buccal","GSM2934913"
"buccal","GSM2122961"
"buccal","GSM2123017"
"buccal","GSM2123004"
"buccal","GSM2122967"
"buccal","GSM2934935"
"buccal","GSM2122986"
"buccal","GSM2122931"
"buccal","GSM2122928"
"buccal","GSM2122965"
"buccal","GSM2122985"
"buccal","GSM2122910"
"buccal","GSM2122927"
"buccal","GSM2122992"
"buccal","GSM2122975"
"buccal","GSM2123031"
"buccal","GSM2123009"
"buccal","GSM2123021"
"buccal","GSM2123051"
"buccal","GSM2123073"
"buccal","GSM2122900"
"buccal","GSM2122994"
"buccal","GSM2934909"
"buccal","GSM2123084"
"buccal","GSM2123060"
"buccal","GSM2122904"
"buccal","GSM2934934"
"buccal","GSM2123001"
"buccal","GSM2934917"
"buccal","GSM2122949"
"buccal","GSM2122970"
"buccal","GSM2123050"
"buccal","GSM2123024"
"buccal","GSM2122990"
"buccal","GSM2122955"
"buccal","GSM2123036"
"buccal","GSM2123019"
"buccal","GSM2122983"
"buccal","GSM2123087"
"buccal","GSM2934928"
"buccal","GSM2122945"
"buccal","GSM2123035"
"buccal","GSM2122939"
"buccal","GSM2123059"
"buccal","GSM2123067"
"buccal","GSM2934912"
"buccal","GSM2934919"
"buccal","GSM2122943"
"buccal","GSM2934926"
"buccal","GSM2123020"
"buccal","GSM2934931"
"buccal","GSM2122948"
"buccal","GSM2934898"
"buccal","GSM2123029"
"buccal","GSM2123078"
"buccal","GSM2123085"
"buccal","GSM2123012"
"buccal","GSM2934911"
"buccal","GSM2122995"
"buccal","GSM2934923"
"buccal","GSM2122935"
"buccal","GSM2122959"
"buccal","GSM2122881"
"buccal","GSM2934946"
"buccal","GSM2122978"
"buccal","GSM2934942"
"buccal","GSM2123044"
"buccal","GSM2122925"
"buccal","GSM2122963"
"buccal","GSM2122991"
"buccal","GSM2123092"
"buccal","GSM2122890"
"buccal","GSM2123088"
"buccal","GSM2122920"
"buccal","GSM2123091"
"buccal","GSM2123089"
"buccal","GSM2123027"
"buccal","GSM2934939"
"buccal","GSM2123075"
"buccal","GSM2123070"
"buccal","GSM2122922"
"buccal","GSM2122947"
"buccal","GSM2123049"
"buccal","GSM2123033"
"buccal","GSM2122891"
"buccal","GSM2123083"
"buccal","GSM2934944"
"buccal","GSM2122964"
"buccal","GSM2122980"
"buccal","GSM2123077"
"buccal","GSM2122892"
"buccal","GSM2122960"
"buccal","GSM2934924"
"buccal","GSM2123082"
"buccal","GSM2122902"
"buccal","GSM2122933"
"buccal","GSM2122950"
"buccal","GSM2122968"
"buccal","GSM2122898"
"buccal","GSM2123038"
"buccal","GSM2122958"
"buccal","GSM2122962"
"buccal","GSM2123034"
"buccal","GSM2122993"
"buccal","GSM2122979"
"buccal","GSM2122888"
"buccal","GSM2123065"
"buccal","GSM2123057"
"buccal","GSM2123053"
"buccal","GSM2123090"
"buccal","GSM2123045"
"buccal","GSM2123010"
"buccal","GSM2122974"
"buccal","GSM2123064"
"buccal","GSM2122999"
"buccal","GSM2934901"
"buccal","GSM2123005"
"buccal","GSM2123074"
"buccal","GSM2122887"
"buccal","GSM2123055"
"buccal","GSM2122996"
"buccal","GSM2122908"
"buccal","GSM2123063"
"buccal","GSM2123037"
"buccal","GSM2934925"
"buccal","GSM2122972"
"buccal","GSM2934941"
"buccal","GSM2122906"
"buccal","GSM2122932"
"buccal","GSM2122946"
"buccal","GSM2123000"
"buccal","GSM2122914"
"buccal","GSM2123046"
"buccal","GSM2123007"
"buccal","GSM2122884"
"buccal","GSM2123022"
"buccal","GSM2123068"
"buccal","GSM2122878"
"buccal","GSM2123062"
"buccal","GSM2122895"
"buccal","GSM2122919"
"buccal","GSM2122915"
"buccal","GSM2122940"
"buccal","GSM2122889"
"buccal","GSM2934949"
"buccal","GSM2122929"
"buccal","GSM2934932"
"buccal","GSM2122916"
"buccal","GSM2934929"
"buccal","GSM2123069"
"buccal","GSM2123015"
"buccal","GSM2123003"
"buccal","GSM2122923"
"buccal","GSM2123006"
"buccal","GSM2122921"
"buccal","GSM2122937"
"buccal","GSM2934943"
"buccal","GSM2122969"
"buccal","GSM2122957"
"buccal","GSM2122966"
"buccal","GSM2122984"
"buccal","GSM2123002"
"buccal","GSM2934940"
"buccal","GSM2123056"
"buccal","GSM2123093"
"buccal","GSM2123018"
"buccal","GSM2122988"
"buccal","GSM2122956"
"buccal","GSM2122894"
"buccal","GSM2123080"
"buccal","GSM2934903"
"buccal","GSM2123014"
"buccal","GSM2122886"
"buccal","GSM2122903"
"buccal","GSM2122977"
"buccal","GSM2934905"
"buccal","GSM2934914"
"buccal","GSM2934921"
"buccal","GSM2123028"
"buccal","GSM2123011"
"buccal","GSM2122942"
"buccal","GSM2934948"
"buccal","GSM2122879"
"buccal","GSM2123061"
"buccal","GSM2934937"
"buccal","GSM2934899"
"buccal","GSM2122976"
"buccal","GSM2123041"
"buccal","GSM2122973"
"buccal","GSM2123066"
"buccal","GSM2934906"
"buccal","GSM2123032"
"buccal","GSM2122987"
"buccal","GSM2122897"
"buccal","GSM2123081"
"buccal","GSM2122924"
"buccal","GSM2122997"
"liver","GSM2859944"
"liver","GSM1504960"
"liver","GSM1504940"
"liver","GSM1504980"
"liver","GSM2859948"
"liver","GSM3455774"
"liver","GSM2859954"
"liver","GSM1586522"
"liver","GSM2859937"
"liver","GSM1586536"
"liver","GSM2859962"
"liver","GSM2859957"
"liver","GSM1504966"
"liver","GSM2859941"
"liver","GSM1504988"
"liver","GSM2859959"
"liver","GSM1504946"
"liver","GSM1504977"
"liver","GSM2859942"
"liver","GSM1586530"
"liver","GSM1504949"
"liver","GSM1504948"
"liver","GSM2084821"
"liver","GSM1504937"
"liver","GSM2770836"
"liver","GSM2859955"
"liver","GSM2859972"
"liver","GSM1504994"
"liver","GSM1504972"
"liver","GSM1586520"
"liver","GSM2859960"
"liver","GSM1504959"
"liver","GSM1586535"
"liver","GSM2859952"
"liver","GSM2859949"
"liver","GSM2859958"
"liver","GSM1586525"
"liver","GSM1504933"
"liver","GSM2859974"
"liver","GSM1504965"
"liver","GSM2859950"
"liver","GSM1504978"
"liver","GSM1504962"
"liver","GSM2859961"
"liver","GSM2859966"
"liver","GSM1504931"
"liver","GSM2859970"
"liver","GSM1586534"
"liver","GSM2770838"
"liver","GSM1504934"
"liver","GSM2770841"
"liver","GSM1586515"
"liver","GSM1504989"
"liver","GSM1586528"
"liver","GSM2859946"
"liver","GSM1504955"
"liver","GSM2859968"
"liver","GSM2859973"
"liver","GSM1586529"
"liver","GSM2770832"
"liver","GSM2859953"
"liver","GSM2859945"
"liver","GSM1586526"
"liver","GSM2859964"
"liver","GSM1504969"
"liver","GSM1504945"
"liver","GSM2770840"
"liver","GSM2859963"
"liver","GSM1504928"
"liver","GSM2770833"
"liver","GSM1586531"
"liver","GSM1504973"
"liver","GSM1504967"
"liver","GSM1586532"
"liver","GSM1504964"
"liver","GSM1504954"
"liver","GSM2859967"
"liver","GSM2859965"
"liver","GSM1586524"
"liver","GSM1586519"
"liver","GSM1504947"
"liver","GSM2859943"
"liver","GSM2859976"
"liver","GSM1504970"
"liver","GSM2859956"
"liver","GSM2859940"
"liver","GSM1504957"
"liver","GSM1586521"
"liver","GSM2770837"
"liver","GSM1504961"
"liver","GSM1586514"
"liver","GSM1504968"
"liver","GSM2859971"
"liver","GSM2770839"
"liver","GSM1586523"
"liver","GSM1504938"
"liver","GSM1504990"
"liver","GSM2770834"
"liver","GSM1504952"
"liver","GSM1504956"
"liver","GSM1647847"
"liver","GSM2859975"
"liver","GSM1504971"
"liver","GSM2859947"
"liver","GSM1586527"
"liver","GSM1504985"
"liver","GSM1586518"
"liver","GSM2770835"
"liver","GSM1586513"
"liver","GSM1504935"
"liver","GSM2859969"
"liver","GSM2859939"
"nasal","GSM2943081"
"nasal","GSM1588374"
"nasal","GSM2943067"
"nasal","GSM1588369"
"nasal","GSM2711285"
"nasal","GSM2789615"
"nasal","GSM2711263"
